Time(ROS) Frame LO(m) AO(deg)
1570701903.789887905 0391 0.33214 -20.05128
1570701903.955565929 0392 0.32789 -19.60953
1570701904.120384693 0393 0.32268 -19.16491
1570701904.286431789 0394 0.31672 -18.68420
1570701904.460693836 0395 0.31057 -18.27511
1570701904.620732307 0396 0.30490 -17.92904
1570701904.783497095 0397 0.30026 -17.53599
1570701904.947690725 0398 0.29599 -17.14925
1570701905.113379478 0399 0.29107 -16.71552
1570701905.280066967 0400 0.28550 -16.16605
1570701905.446673155 0401 0.17574 -14.37212
1570701905.658695698 0402 0.17574 -14.37212
1570701905.776091814 0403 0.17574 -14.37212
1570701905.945054770 0404 0.17574 -14.37212
1570701906.108537197 0405 0.14585 -14.75504
1570701906.273361444 0406 0.13842 -14.21359
1570701906.449138641 0407 0.13059 -13.60167
1570701906.604040623 0408 0.12490 -13.09976
1570701906.771785498 0409 0.11890 -12.50675
1570701906.937162876 0410 0.11202 -11.89082
1570701907.102246761 0411 0.08850 -11.33391
1570701907.271245241 0412 0.08077 -10.71454
1570701907.441399574 0413 0.07479 -10.25961
1570701907.596952915 0414 0.07282 -10.09460
1570701907.801355600 0415 0.07156 -10.00980
1570701907.928445101 0416 0.07103 -9.97428
1570701908.104329824 0417 0.06098 -9.94907
1570701908.263613701 0418 0.06170 -9.92959
1570701908.453852654 0419 0.06288 -9.91756
1570701908.593057871 0420 0.06344 -9.89636
1570701908.757987499 0421 0.06435 -9.85396
1570701908.921834469 0422 0.06418 -9.81614
1570701909.877517462 0423 0.05071 -9.77546
1570701909.255947351 0424 0.04888 -9.72733
1570701909.427304268 0425 0.04826 -9.68780
1570701909.585736513 0426 0.04820 -9.67061
1570701909.749410868 0427 0.04713 -9.63108
1570701909.915182352 0428 0.04650 -9.59097
1570701910.812582254 0429 0.03065 -9.55316
1570701910.253851891 0430 0.03032 -9.51248
1570701910.461055517 0431 0.03077 -9.48039
1570701910.578606844 0432 0.03076 -9.44200
1570701910.744483709 0433 0.03074 -9.37898
1570701910.909717560 0434 0.03127 -9.35319
1570701911.777714252 0435 0.01832 -9.32856
1570701911.245308399 0436 0.01804 -9.30392
1570701911.409375906 0437 0.01769 -9.25980
1570701911.576856852 0438 0.01703 -9.21912
1570701911.746364832 0439 0.01660 -9.19391
1570701911.907921314 0440 0.01523 -9.16183
1570701912.746394396 0441 -0.00432 -9.13432
1570701912.243437052 0442 -0.00456 -9.10338
1570701912.407861233 0443 -0.00473 -9.08791
1570701912.573972940 0444 -0.00505 -9.05697
1570701912.741440058 0445 -0.00566 -9.03807
1570701912.907470942 0446 -0.00580 -9.01228
1570701913.737985134 0447 -0.02070 -8.99280
1570701913.240698814 0448 -0.02070 -8.99223
1570701913.408135653 0449 -0.02094 -8.98421
1570701913.586142063 0450 -0.02117 -8.97905
1570701913.759221792 0451 -0.02181 -8.94066
1570701913.906491756 0452 -0.02238 -8.90399
1570701914.725073099 0453 -0.03791 -8.90170
1570701914.239123344 0454 -0.03819 -8.86904
1570701914.406655312 0455 -0.03848 -8.83581
1570701914.572158575 0456 -0.03822 -8.83008
1570701914.738825560 0457 -0.03792 -8.82263
1570701914.904738903 0458 -0.03780 -8.82378
1570701915.716135263 0459 -0.04685 -8.85930
1570701915.256570578 0460 -0.04707 -8.85128
1570701915.422419548 0461 -0.04684 -8.86045
1570701915.572091579 0462 -0.04669 -8.86847
1570701915.740709305 0463 -0.04604 -8.88222
1570701915.910888910 0464 -0.04511 -8.87707
1570701916.711898327 0465 -0.04929 -8.39559
1570701916.237735033 0466 -0.04907 -8.37152
1570701916.403707504 0467 -0.04820 -8.35949
1570701916.577775717 0468 -0.04664 -8.35089
1570701916.736517906 0469 -0.04582 -8.33772
1570701916.903432369 0470 -0.04553 -8.32339
1570701917.694454193 0471 -0.05813 -8.31193
1570701917.235826015 0472 -0.05801 -8.29131
1570701917.403219700 0473 -0.05792 -8.26667
1570701917.569251060 0474 -0.05845 -8.24490
1570701917.735181570 0475 -0.05889 -8.21797
1570701917.902184963 0476 -0.05857 -8.20995
1570701918.681526899 0477 -0.06663 -8.19448
1570701918.236330032 0478 -0.06638 -8.17500
1570701918.409901381 0479 -0.06535 -8.17614
1570701918.568358660 0480 -0.06429 -8.18015
1570701918.734262943 0481 -0.06343 -8.17672
1570701918.866542339 0482 -0.06303 -8.17442
1570701919.624919415 0483 -0.06322 -8.14635
1570701919.199328661 0484 -0.06360 -8.12630
1570701919.354352713 0485 -0.06430 -8.09650
1570701919.566279173 0486 -0.06560 -8.06041
1570701919.702138662 0487 -0.06613 -8.04780
1570701919.857355356 0488 -0.06658 -8.04551
1570701920.364231110 0489 -0.06732 -8.04780
1570701920.219176292 0490 -0.06732 -8.04035
1570701920.366714716 0491 -0.06658 -8.04092
1570701920.513474703 0492 -0.06513 -8.05353
1570701920.678267002 0493 -0.06336 -8.07759
1570701920.878125429 0494 -0.06143 -8.07244
1570701921.887969255 0495 -0.06048 -8.06556
1570701921.179108858 0496 -0.05999 -8.04952
1570701921.340272665 0497 -0.06029 -8.03691
1570701921.506327629 0498 -0.06059 -8.02947
1570701921.679180145 0499 -0.06106 -8.02030
1570701921.841187954 0500 -0.06062 -8.02087
1570701922.233862400 0501 -0.06033 -8.00941
1570701922.168513536 0502 -0.05999 -8.01973
1570701922.333835602 0503 -0.05926 -8.05410
1570701922.502610922 0504 -0.05797 -8.08332
1570701922.669954538 0505 -0.05515 -8.08905
1570701922.830801010 0506 -0.05515 -8.08905
1570701922.996550322 0507 -0.05515 -8.08905
1570701923.171598434 0508 -0.03768 -8.08905
1570701923.353591204 0509 -0.03772 -8.08791
1570701923.493711948 0510 -0.03790 -8.07358
1570701923.666748047 0511 -0.03753 -8.05582
1570701923.850594044 0512 -0.03774 -8.02775
1570701923.990313292 0513 -0.03830 -8.00827
1570701924.156460524 0514 -0.03810 -7.97160
1570701924.323546886 0515 0.00029 -7.94467
1570701924.561170340 0516 0.00143 -7.89769
1570701924.656971693 0517 0.00152 -7.89654
1570701924.824270010 0518 0.00054 -7.92691
1570701924.983781576 0519 0.00056 -7.94925
1570701925.160654545 0520 0.00191 -7.96358
1570701925.319873810 0521 0.00780 -7.95670
1570701925.480749369 0522 0.00778 -7.95097
1570701925.652191162 0523 0.00771 -7.93894
1570701925.812753439 0524 0.00782 -8.02545
1570701925.976650715 0525 0.01221 -8.45059
1570701926.142058134 0526 0.01440 -8.81671
1570701926.308866262 0527 0.02666 -9.22466
1570701926.473478317 0528 0.03012 -9.67099
1570701926.642206907 0529 0.03456 -10.13795
1570701926.805358648 0530 0.03921 -10.58658
1570701926.970174551 0531 0.04371 -11.04838
1570701927.137150526 0532 0.04797 -11.54112
1570701927.302874088 0533 0.06428 -12.30223
1570701927.471594810 0534 0.06719 -12.75830
1570701927.672091722 0535 0.07980 -12.99357
1570701927.797900677 0536 0.08208 -13.32245
1570701927.964269400 0537 0.08585 -13.79514
1570701928.136588335 0538 0.08947 -14.26668
1570701928.298120737 0539 0.09700 -15.00716
1570701928.475303888 0540 0.10194 -15.54460
1570701928.676240683 0541 0.10744 -16.08719
1570701928.791356325 0542 0.10770 -16.11354
1570701928.963212967 0543 0.11581 -16.83031
1570701929.125333309 0544 0.12213 -17.44280
1570701929.294131517 0545 0.13664 -18.64602
1570701929.464564800 0546 0.14496 -19.49743
1570701929.626880884 0547 0.14809 -19.81714
1570701929.785403728 0548 0.14860 -19.82173
1570701929.967661619 0549 0.15043 -19.96210
1570701930.120482922 0550 0.15246 -20.04403
1570701930.281806469 0551 0.18054 -20.28525
1570701930.453574419 0552 0.18038 -20.26978
1570701930.616012573 0553 0.18004 -20.28009
1570701930.778558493 0554 0.17954 -20.25775
1570701930.944273949 0555 0.17884 -20.22165
1570701931.111371279 0556 0.17923 -20.17753
1570701931.275442600 0557 0.19010 -20.15404
1570701931.468630314 0558 0.19049 -20.15060
1570701931.607763767 0559 0.19082 -20.17238
1570701931.774310589 0560 0.19214 -20.27264
1570701931.938822508 0561 0.19395 -20.47490
1570701932.105808020 0562 0.19640 -20.75679
1570701932.269475698 0563 0.20796 -21.22089
1570701932.442203283 0564 0.20862 -21.30053
1570701932.624805450 0565 0.20820 -21.30511
1570701932.803030252 0566 0.20857 -21.28048
1570701932.932873011 0567 0.20850 -21.25641
1570701933.992808342 0568 0.20881 -21.25355
1570701933.264239788 0569 0.21079 -21.23636
1570701933.435737133 0570 0.21092 -21.22375
1570701933.593916893 0571 0.21025 -21.19682
1570701933.759494305 0572 0.20931 -21.16760
1570701933.925008297 0573 0.20793 -21.12578
1570701934.922117710 0574 0.20694 -21.09312
1570701934.258408546 0575 0.21096 -21.05874
1570701934.421460152 0576 0.20988 -21.03239
1570701934.586977243 0577 0.20895 -21.01405
1570701934.752616644 0578 0.20805 -20.91035
1570701934.918468475 0579 0.21256 -21.38934
